"가계지출금액","가계지출_소비지출금액","가계지출_비소비지출금액","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드"
1028287,956287,72000,1,01,1
1028444,1027611,833,1,01,1
10285868,2989502,7296367,5,10,8
1028765,764327,264438,1,02,2
10290704,8601420,1689284,5,09,8
1029122,1029122,0,1,01,1
1029223,1029223,0,1,02,2
10295800,7071659,3224141,5,09,8
1029661,890131,139530,1,02,2
1029769,894934,134835,1,01,2
10298254,2930734,7367520,5,10,8
10299292,4729597,5569696,5,10,8
1030134,1002467,27667,1,02,2
1030625,841165,189460,1,02,2
10308028,3553462,6754566,4,08,6
1030878,762998,267880,2,03,3
1031065,1006065,25000,2,04,3
1031074,765309,265765,1,02,2
1031577,823975,207602,2,03,3
1032108,945996,86112,1,01,1
1032876,1032876,0,1,02,2
1033445,1025945,7500,1,02,2
1033661,1019431,14230,1,02,2
1033944,894922,139023,1,02,2
10339588,5635604,4703984,5,10,8
1034900,681958,352943,2,03,3
1036055,922721,113333,2,03,2
10363762,7859219,2504543,5,10,8
1036478,909871,126608,1,02,2
1036839,741694,295145,1,02,2
1038158,914264,123893,2,03,3
1038243,942175,96068,2,03,3
1038307,915131,123177,2,03,2
1038391,893601,144790,2,03,3
1038524,930383,108142,1,01,1
1039415,870910,168505,1,01,1
1040178,875624,164554,1,02,2
1040231,879959,160272,1,02,2
1040655,836165,204490,1,01,2
1040838,1039838,1000,1,01,1
1040905,971905,69000,1,01,1
1041098,926098,115000,1,02,2
1041253,723150,318103,2,04,3
1041440,1041440,0,1,01,1
1041690,669062,372628,1,02,2
1041865,983807,58058,1,02,2
1041990,711040,330950,3,06,5
1041994,792709,249285,1,02,2
1042436,623656,418780,1,01,1
1042839,847124,195715,1,01,1
1043195,1043195,0,1,01,1
1043390,678725,364665,2,03,3
1043777,809537,234240,2,03,3
10437838,8434000,2003838,5,09,8
10441550,8231488,2210062,5,10,8
1044699,977052,67647,1,02,2
1044717,984317,60400,1,02,2
10449284,7259882,3189402,5,10,8
1045063,851015,194048,2,03,3
1045379,924165,121213,1,02,2
1045458,956412,89046,3,05,4
10454682,5764895,4689787,5,10,8
10458407,9244634,1213774,5,10,8
10459115,4339458,6119657,5,10,8
1045915,986548,59367,1,02,2
10459381,8589361,1870020,5,10,8
1046333,1033469,12863,1,01,1
1046914,1046914,0,1,02,2
1046965,1033965,13000,1,01,2
1047448,997448,50000,1,01,1
10474635,7361655,3112979,5,10,8
1047668,696417,351252,1,02,2
1047875,971209,76667,2,03,2
1047998,709605,338393,1,01,1
10483130,7940266,2542863,5,10,8
1048843,1017760,31083,1,01,1
1048868,913368,135500,1,01,1
1049186,969186,80000,1,02,2
10495304,5015359,5479945,5,10,8
1049856,1049856,0,1,02,2
1049860,864362,185498,1,01,1
10500058,8517397,1982661,5,09,8
1050161,911038,139123,2,03,3
10505048,9668135,836913,4,08,6
1050844,831590,219253,1,02,2
1051120,944805,106315,2,03,2
1051296,736286,315010,2,03,3
1051489,976489,75000,3,06,5
1051528,957203,94325,2,03,3
1051576,782103,269473,2,03,2
10524521,4908544,5615977,5,10,8
1052654,720079,332575,1,02,2
1052674,941341,111333,2,03,3
1052754,880562,172192,1,01,1
1053668,1031748,21920,1,02,2
10542899,8752053,1790847,5,10,8
1054832,974445,80387,1,01,1
1054867,936533,118333,1,02,2
1055204,1055204,0,1,01,1
1055278,1023218,32060,1,01,1
10562301,7131868,3430433,5,10,8
1056271,1056271,0,1,01,1
1057316,836657,220658,2,03,3
10573791,5812946,4760846,5,10,8
1057466,755407,302059,1,01,1
1057853,1037853,20000,1,01,1
10579610,6579610,4000000,5,10,8
1058120,639645,418475,1,01,1
1058415,690058,368357,2,03,2
1058535,1042638,15897,2,03,2
1058782,777716,281067,2,03,3
1060022,1058356,1667,2,03,3
1060088,1022200,37888,2,04,3
1060097,780100,279997,2,03,3
1060187,1030187,30000,1,01,1
10603478,7284016,3319462,5,10,8
1060412,716396,344017,2,04,3
1060416,1012833,47583,1,02,2
1060853,940552,120302,1,02,2
1061220,1020500,40720,1,01,1
10613205,9571608,1041597,5,09,8
1061382,1006382,55000,1,01,1
1061382,942252,119130,3,05,4
1061591,1047381,14210,1,01,1
1061688,1051271,10417,1,02,2
1062077,1002477,59600,1,02,2
1062115,1062115,0,1,02,2
1062375,921053,141322,2,03,2
1062654,992586,70068,1,01,1
10629484,5380892,5248592,5,10,8
1063035,928305,134730,1,01,1
1063222,894954,168268,1,01,1
1063255,763255,300000,3,05,4
10635338,9542926,1092413,4,08,6
10635970,7297184,3338786,5,10,8
1063656,1005323,58333,1,01,1
10640606,7435102,3205503,5,10,8
10644979,3856674,6788305,4,07,6
1064650,856425,208225,1,02,2
1064839,1014839,50000,1,01,1
1065210,1063377,1833,1,02,2
1065602,868202,197400,3,05,4
1065753,967419,98333,2,03,3
1065766,1055766,10000,1,02,2
1065936,1025936,40000,1,01,2
1066371,1044171,22200,1,01,1
1066919,1007454,59465,1,02,2
1067049,923715,143333,2,04,3
1067517,1060433,7083,1,01,1
10681343,8920191,1761153,5,09,7
1068354,797112,271242,2,03,2
1068410,893410,175000,1,01,1
1068903,925013,143890,2,03,2
1068942,971442,97500,1,01,1
1068969,1068969,0,1,02,2
10691220,7249394,3441827,5,10,8
10692688,8908824,1783863,4,08,6
1069447,1002157,67290,2,03,3
1069532,894327,175205,2,03,3
1069591,1069591,0,1,02,2
1069756,983556,86200,1,02,2
1070057,831729,238328,1,02,2
1070082,888532,181550,1,02,2
1070307,1023702,46605,1,02,2
1070498,768139,302358,2,03,3
1070595,991662,78933,2,03,3
1071746,837746,234000,1,02,2
1071794,1071794,0,1,01,1
1071936,934602,137333,1,02,2
1072026,1072026,0,1,02,2
1072300,1059300,13000,1,01,1
1072537,792537,280000,1,02,2
1072858,1016968,55890,1,02,2
1072873,896096,176777,1,01,2
1073021,887187,185833,1,02,2
1073439,906699,166740,2,03,3
1073640,812640,261000,1,02,2
1073873,933363,140510,1,02,2
1074057,1061645,12412,1,01,1
1074178,1074178,0,1,02,2
1074406,966067,108339,2,03,3
1074914,1051914,23000,1,02,2
1075183,1034733,40450,3,06,5
1075263,1075263,0,1,01,1
10754258,4260948,6493310,5,10,8
10758711,3111416,7647296,5,10,8
1075895,851700,224195,1,02,2
1076067,857860,218207,1,02,2
1076900,1023007,53893,1,02,2
1077188,642188,435000,1,01,1
1077312,593267,484045,1,01,1
1077789,1049122,28667,1,02,2
1078002,919942,158060,1,01,1
1078242,1075742,2500,1,02,2
1078336,1033518,44818,1,01,1
10784485,7703063,3081421,5,10,8
1078670,1055990,22680,1,01,1
1078834,1039874,38960,2,03,3
1078881,945918,132963,1,02,2
1079211,979211,100000,2,04,3
1079216,887846,191370,1,02,2
1079480,981480,98000,2,04,3
10795908,5533037,5262871,5,10,8
1079778,1002945,76833,1,02,2
1080412,1080412,0,1,02,2
10807833,6101492,4706341,5,10,8
1080828,966643,114185,5,10,8
1081310,911310,170000,1,01,1
10813578,4748673,6064905,5,10,8
10816838,4228538,6588300,5,10,8
10822166,8038333,2783833,5,10,8
1082250,878366,203883,1,01,1
1082324,908162,174162,1,01,1
10827957,4110158,6717798,5,10,8
1083177,725504,357673,1,01,1
1083343,1010143,73200,1,02,2
1083395,1074385,9010,1,02,2
1083481,863878,219604,2,03,3
1083842,1048425,35417,1,01,1
1084036,1038130,45906,1,02,2
1084503,894920,189583,1,02,2
1085355,1010355,75000,1,01,1
1085687,907017,178670,2,03,2
1086095,1052761,33333,1,02,2
1086312,928221,158092,4,07,6
1086528,923423,163105,1,02,2
10871142,9857534,1013608,5,10,8
10874681,4998896,5875785,5,10,8
10879369,8131129,2748240,5,10,8
1088200,1030700,57500,1,02,2
10882351,6454986,4427365,5,10,8
1088243,679532,408711,2,03,3
1088251,1059917,28333,1,01,1
10892947,5271017,5621930,5,10,8
10893047,9222344,1670703,5,10,8
1089924,1057084,32840,1,02,2
1089957,1089957,0,1,01,1
1091218,1052421,38797,1,01,1
1091467,1014800,76667,1,01,2
1091509,818176,273333,2,03,2
1091524,1091524,0,1,02,2
1091680,516680,575000,1,01,1
10919526,5034000,5885527,5,10,8
1091962,1091962,0,2,03,3
1092627,930747,161880,1,01,1
1093082,758082,335000,1,01,1
1093196,932045,161151,1,02,2
1093354,886799,206555,1,01,1
10934689,8897310,2037378,5,09,7
1093935,978095,115840,2,04,3
1094427,668125,426302,1,02,2
1094731,926263,168468,1,02,2
10950767,8180319,2770448,5,10,8
10952777,10189042,763735,5,10,8
1095543,955698,139845,2,03,3
10963795,8416695,2547100,5,10,8
1096550,936125,160425,1,02,2
1096795,1074988,21807,1,01,1
1096975,994603,102372,1,02,2
1097396,1064063,33333,1,01,1
10981837,4713115,6268722,5,10,8
1098202,596730,501472,2,03,3
1098489,938259,160230,2,03,3
10985324,8897618,2087706,5,09,7
10985960,7241060,3744900,5,10,8
1098783,980033,118750,1,02,2
1098881,952128,146753,2,03,3
1099391,936298,163093,2,04,3
1099631,1056050,43581,2,03,2
1099775,1083109,16667,1,01,1
10998876,9214914,1783962,5,09,7
1099996,943526,156470,1,02,2
1100340,987582,112758,3,05,4
1100595,1061335,39260,1,01,2
1100648,1093148,7500,1,01,2
1100874,963157,137717,1,02,2
11012304,8851400,2160905,5,10,8
1101541,894063,207478,1,01,2
1101558,700865,400693,2,03,3
11019903,7350920,3668983,5,10,8
1102165,904588,197577,2,03,2
1102702,952543,150158,2,03,2
1102730,939300,163430,2,03,3
1103113,822113,281000,1,02,2
1103183,1014580,88603,1,02,2
11034115,7122410,3911705,5,10,8
1103564,703564,400000,2,03,3
1104073,1075506,28567,1,02,2
11045418,6080114,4965304,2,03,2
11049114,8904636,2144478,5,09,8
1105183,972765,132418,1,02,2
1105470,1031740,73730,1,02,2
1105684,962046,143638,1,02,2
1105922,1021063,84858,2,03,2
1106320,1077320,29000,1,02,2
1106430,763060,343370,2,03,3
1106472,1030003,76468,1,02,2
1106980,989829,117152,1,02,2
1107128,816711,290417,2,03,3
11071454,5420874,5650580,5,10,8
11072911,7576717,3496195,5,10,8
1107493,1057493,50000,1,02,2
1107724,950787,156937,2,03,3
1107869,1062869,45000,1,01,1
1108214,1087964,20250,1,02,2
1108406,1108406,0,1,01,1
1109561,1084645,24917,1,02,2
1109631,1090431,19200,2,04,3
1109713,1005562,104151,1,02,2
11099636,7064224,4035412,5,10,8
1110624,1088257,22367,1,02,2
1110864,1074197,36667,1,02,2
1110910,921894,189017,2,03,3
1110952,1095025,15927,1,02,2
1111027,979444,131583,1,01,2
1111226,920932,190293,1,02,2
11112643,5599016,5513627,5,10,8
1111375,971375,140000,1,02,2
1111917,883583,228333,1,01,1
1112154,592254,519900,2,03,3
1112298,1112298,0,1,01,1
1112342,960242,152100,3,05,4
11123940,6425498,4698442,5,10,8
11124300,5167733,5956567,5,10,8
1112579,954529,158050,3,05,4
1112618,982618,130000,2,04,4
1113395,1041072,72323,2,03,3
1113645,1088645,25000,1,01,1
11141299,6941871,4199428,5,10,8
11142876,9698763,1444112,3,06,5
1114663,973383,141280,1,01,1
1114737,1066983,47754,1,01,1
1114862,729007,385855,1,02,2
11154514,5616772,5537742,5,10,8
11155589,9907531,1248058,5,09,8
1116305,985672,130633,2,04,3
1116740,1027513,89227,1,02,2
1117082,1069061,48021,1,02,2
1117448,645719,471730,1,01,2
1117479,881863,235617,3,05,4
1117825,674492,443333,1,01,1
1117933,801379,316553,2,03,3
1118837,1052437,66400,2,03,2
1118908,1064408,54500,4,07,5
1119091,1119091,0,1,02,2
1119408,1029798,89610,1,02,2
11200656,9034587,2166070,5,10,8
1120234,903641,216593,1,01,1
1120722,771342,349380,1,01,1
1121113,1018277,102837,2,03,2
1121287,1087525,33762,1,02,2
1121351,956351,165000,1,01,1
1121720,1053720,68000,1,02,2
1121978,852949,269030,1,01,2
11223981,8167742,3056239,5,09,8
1122963,978843,144120,1,01,1
1123297,923743,199554,1,02,2
1123969,1066022,57947,1,01,1
1124005,1061885,62120,1,01,1
1124049,935801,188248,2,03,2
1124089,1055484,68605,1,02,2
1124312,1023339,100973,1,01,1
1124840,1067342,57498,2,04,3
11248690,8567437,2681253,5,09,8
1125009,913115,211893,1,02,2
1125148,817893,307255,2,04,3
1125964,1035264,90700,1,02,2
1126103,1074723,51380,1,02,2
1126131,1099298,26833,1,01,1
1126148,1060318,65830,1,02,2
1126349,803331,323018,1,02,2
1126669,1071691,54978,1,01,1
11270670,5175898,6094772,5,10,8
1127076,1100576,26500,1,02,2
1127177,1117177,10000,1,02,2
1127280,1127280,0,1,01,1
1127463,713635,413828,1,02,2
1127471,943869,183603,3,05,4
1129042,1007302,121740,1,01,1
1129620,1026680,102940,2,04,3
1129719,1111135,18583,2,04,3
1129967,1129967,0,2,03,2
1130566,1007746,122820,1,02,2
1130636,912636,218000,1,02,2
1131202,547868,583333,1,02,2
1131716,1027112,104603,3,05,4
1131872,988119,143753,1,02,2
1131907,1130073,1833,2,03,3
1132356,1078589,53767,4,07,5
1132437,955771,176667,1,01,2
1132790,832790,300000,1,02,2
1132861,1099528,33333,1,01,1
1132948,1072358,60590,1,02,2
1133085,945775,187310,2,04,3
11331449,10684501,646948,5,10,8
1133309,999799,133510,2,03,2
1133352,864738,268614,1,02,2
1134031,1066948,67083,1,02,2
1134084,1011424,122660,1,01,1
1134241,1064483,69758,1,02,2
1134259,905756,228503,1,02,2
1134519,1124519,10000,1,01,1
1134826,714098,420728,1,01,2
1135034,1066628,68407,1,02,2
1136404,982264,154140,3,05,4
1136487,1005612,130875,1,01,2
1136643,949643,187000,1,01,1
1137044,993448,143596,2,04,3
1137119,1137119,0,1,02,2
1137202,1115535,21667,1,02,2
1137527,859578,277948,1,02,2
1137790,1070807,66983,2,03,2
1138244,786644,351600,1,02,2
1138418,934030,204388,2,04,3
1138425,767637,370788,2,04,3
1138615,1088065,50550,2,03,3
1138678,872832,265847,2,03,3
11399869,6335330,5064539,5,10,8
1140143,845060,295083,1,02,2
1140346,1107013,33333,1,02,2
1140804,1106304,34500,1,01,1
1140860,1130887,9973,1,02,2
11411749,9519686,1892063,5,09,8
1141397,956521,184876,1,02,2
1141407,1070157,71250,1,01,1
1141660,1127910,13750,3,05,4
1141765,1141765,0,1,02,2
1141790,1121790,20000,1,01,1
1141852,966889,174964,1,02,2
1142027,797357,344670,3,05,4
1142569,917479,225090,2,03,3
1142725,1142725,0,1,01,1
1142891,824468,318423,3,05,4
1143186,1102776,40410,1,01,2
1143719,1096714,47005,1,01,1
1143772,544297,599475,2,04,3
1143936,933436,210500,1,02,2
1144495,907377,237118,2,03,3
1144555,962285,182270,2,03,3
1144780,952522,192258,1,01,1
1145326,939926,205400,4,07,6
1145328,763925,381403,1,02,2
1145534,1138010,7524,1,02,2
1146269,957447,188822,1,02,2
11464559,9692914,1771645,5,10,8
1147231,1004125,143107,1,02,2
1147299,1147299,0,1,01,1
1147753,1116919,30833,1,02,2
1147820,1039123,108697,2,03,3
1148197,814442,333755,2,03,3
1148378,1031812,116567,2,03,3
1148489,893489,255000,1,02,2
1150486,1034051,116435,2,03,3
1150794,950794,200000,1,01,1
1151135,881985,269150,2,04,3
1151150,1130120,21030,1,01,1
1151376,1121945,29432,2,03,2
1151388,1086002,65387,1,01,1
1152637,928232,224405,2,03,3
11529826,7076244,4453582,5,10,8
1153452,1025852,127600,1,02,2
1153520,952432,201088,1,02,2
1154273,654273,500000,1,02,2
11544828,10252449,1292379,5,09,8
1154652,1068668,85983,1,01,1
1154960,1055210,99750,1,02,2
1155135,930135,225000,1,02,2
1155273,934010,221263,1,02,2
1155393,1080393,75000,3,05,4
1155428,875709,279718,2,03,3
1155428,945945,209483,1,01,1
11554515,9274162,2280353,5,10,8
1155598,884317,271282,2,03,3
11557764,5864634,5693130,5,10,8
11559277,10020842,1538435,4,07,6
11559905,5573582,5986323,5,10,8
11560923,8462397,3098526,5,10,8
1156280,1063786,92493,1,01,2
1156872,1128912,27960,1,02,2
1157222,848692,308530,2,03,3
1157253,834335,322918,2,04,3
11577411,6449135,5128277,5,10,8
1157855,949068,208787,1,02,2
1158264,1004804,153460,1,02,2
1158402,883260,275142,1,02,2
1158432,813432,345000,1,02,2
1158486,1129964,28522,2,03,3
1158501,1028084,130417,2,03,3
1158570,922556,236015,2,03,3
1158607,1017284,141323,1,01,1
1159260,1150908,8352,1,02,2
11597981,10428773,1169208,4,08,7
1160568,1157068,3500,1,02,2
1160768,1139310,21458,1,02,2
1161184,1128484,32700,1,01,1
11612495,8452396,3160099,5,10,8
1161750,928263,233487,2,03,3
11619970,10023124,1596846,5,09,7
1162755,1118905,43850,1,01,1
1162763,1127622,35142,2,03,3
1162797,980702,182095,2,03,3
1163330,1052765,110565,1,02,2
1163558,995183,168375,2,03,2
1163625,887970,275655,3,05,4
1163732,675858,487874,3,06,4
1163737,999417,164320,2,03,3
1163918,1130584,33333,1,02,2
1163990,763670,400320,2,03,3
11643024,6430481,5212543,5,10,8
1164968,1157890,7078,1,01,1
1165908,1134408,31500,2,04,4
11665032,10574059,1090973,5,09,8
1166556,1128164,38392,2,03,2
1166905,1032780,134125,1,02,2
1166986,1150319,16667,1,02,2
1167082,1144836,22246,2,04,3
1167361,940454,226908,1,02,2
1167496,1164546,2950,1,02,2
1167648,1127648,40000,1,02,2
1167753,868763,298990,2,04,3
11679202,8808088,2871114,5,09,8
1168057,1061701,106357,1,02,2
1168247,1147880,20367,1,01,1
1168473,1120473,48000,2,04,3
1168738,1031728,137010,2,03,2
1169021,1044786,124235,1,02,2
1169076,1073651,95425,1,02,2
1169087,1009724,159363,1,01,1
11692742,6634336,5058406,5,10,8
1169671,1048093,121578,2,03,3
1169744,1078784,90960,1,02,2
1169790,1041470,128320,1,02,2
11706086,9970074,1736012,5,10,8
1170616,848781,321835,2,03,3
1171355,1100355,71000,1,01,1
1171495,1160228,11267,1,02,2
1172005,1164922,7083,1,02,2
1172460,953749,218711,1,02,2
1172464,1045016,127448,1,02,2
1172598,1020228,152370,2,03,3
1172913,1165413,7500,2,03,3
1173803,1068803,105000,1,01,1
1174043,1127623,46420,1,02,2
1174444,956716,217728,1,02,2
1174595,880154,294442,3,05,4
1174984,1051658,123327,1,01,2
1175246,1006186,169060,1,02,2
1176121,611704,564417,2,03,3
1176616,974622,201995,2,03,2
1176961,994812,182149,2,03,2
1176975,1089090,87885,1,02,2
1177155,715828,461327,3,06,4
1177480,1167480,10000,1,02,2
1177595,910712,266883,1,01,2
1178349,1172534,5815,1,02,2
1178575,839927,338648,2,03,3
1179338,1041838,137500,1,02,2
11793935,7781629,4012306,5,10,8
1179519,1019519,160000,1,02,2
1179601,926266,253335,2,04,3
11796825,6833615,4963210,5,10,8
1179954,1035022,144932,1,02,2
1180945,798997,381948,2,04,3
1181111,1181111,0,2,03,3
1181120,891660,289460,2,03,2
1181145,1077695,103450,2,03,3
1181186,1100282,80903,1,01,1
1181487,1052612,128875,1,02,2
1182144,965477,216667,1,01,2
1183453,518323,665130,2,04,3
1183513,1071947,111567,1,02,2
1184428,960808,223620,2,03,2
1185330,1137136,48193,2,04,3
1185440,946423,239016,3,05,4
1185843,1044238,141605,1,02,2
1186091,1090157,95934,1,02,2
1186113,978155,207958,3,05,4
1186489,1112619,73870,2,04,4
1186932,1176432,10500,1,01,1
1187080,1062525,124555,1,02,2
1187156,1008079,179077,1,02,2
1187572,1070462,117110,1,01,2
1188308,1065877,122432,1,02,2
1188523,828003,360520,1,01,2
1188652,975489,213163,2,03,3
1188723,919563,269160,1,02,2
1188763,1033951,154812,1,02,2
1189067,1115993,73073,1,01,2
1189272,971130,218142,1,01,1
1189362,887842,301520,2,03,3
1189952,1164821,25132,2,03,2
1190787,1080934,109853,1,02,2
1191043,1091043,100000,2,04,3
1191357,846619,344738,1,01,1
1191409,1100665,90743,5,09,7
1191413,1141480,49933,1,01,1
1191508,704425,487083,1,01,1
1191859,1191859,0,1,02,2
1192047,1030086,161961,3,05,4
1192278,1164212,28067,1,02,2
1192318,802224,390094,1,02,2
1192674,1103674,89000,1,01,1
1192935,834002,358933,2,04,3
1193003,987435,205568,1,02,2
11930795,10788614,1142181,5,09,8
1193337,1093337,100000,1,01,1
11933467,4236982,7696485,5,10,8
1193721,1019634,174087,1,02,2
1194027,839027,355000,1,01,1
1194376,1179872,14504,1,02,2
1194385,1141647,52738,1,01,1
1194406,694406,500000,1,01,1
1194728,1150855,43873,1,02,2
1194979,982779,212200,1,02,2
1195047,1097339,97708,1,02,2
1195093,1188123,6970,1,02,2
1195109,1195109,0,1,02,2
1195196,1052576,142620,1,01,2
1195453,951106,244347,1,02,2
1195561,900459,295102,2,04,3
1195647,1195647,0,1,01,1
1195666,1095666,100000,1,02,2
1195784,903222,292562,2,03,3
1195910,1175910,20000,1,01,1
1196056,937436,258620,2,03,3
1196177,854027,342150,1,02,2
1196185,1102852,93333,1,02,2
1196755,1196755,0,1,01,1
1197175,792505,404670,4,07,5
1197850,915665,282185,1,02,2
1198149,1000536,197613,1,02,2
1198233,1198233,0,1,02,2
1198271,886251,312020,2,03,3
1198430,789075,409355,2,03,3
1198601,1197061,1540,1,02,2
1198717,1133197,65520,1,01,1
11990806,10452119,1538687,4,07,5
1199239,1131239,68000,1,01,1
1199245,1055412,143833,1,02,2
1199795,1133675,66120,1,01,1
1199894,1060908,138987,1,02,2
12005307,9253002,2752305,5,10,8
1200717,907357,293360,1,02,2
12007788,5941774,6066014,5,10,8
1201364,782144,419220,3,05,4
1201727,1090287,111440,1,01,1
1201982,930238,271744,1,02,2
1202220,1038274,163945,1,02,2
1202477,1025579,176898,1,02,2
1202970,1202970,0,1,02,2
1203115,1086032,117083,1,02,2
1203628,740514,463113,1,02,2
1204443,1063818,140625,2,03,2
1204613,1101958,102655,1,02,2
12047546,10456426,1591120,4,07,6
1205350,926167,279183,2,03,3
1206207,1166207,40000,1,02,2
1206311,1000461,205850,1,02,2
1206360,942203,264157,2,04,3
1206440,1042623,163817,1,02,2
1206510,1190896,15613,2,03,2
1206676,708313,498363,2,03,3
1206904,821534,385370,2,04,3
1207826,892326,315500,1,02,2
1207913,1207913,0,1,01,1
1208075,1058075,150000,1,02,2
1208268,1012586,195682,1,02,2
1208752,1054782,153970,2,03,3
1208871,1061831,147040,1,02,2
12092366,9357141,2735225,5,10,8
1209254,1184577,24677,1,02,2
12092804,10558835,1533969,5,10,8
1209301,1128888,80413,1,01,2
1209440,1179440,30000,1,01,1
1210464,1108380,102083,1,02,2
12110496,10027337,2083159,5,10,8
1211334,1206334,5000,1,02,2
1211376,1103804,107573,3,05,4
1211462,1177745,33717,1,02,2
1212107,1032524,179583,2,03,3
1212497,1119307,93190,2,04,4
1212616,1116808,95808,2,03,3
1212694,824663,388031,1,02,2
1212783,1177891,34892,2,03,3
1213051,1213051,0,1,02,2
1213115,1144782,68333,2,03,2
1213300,965680,247620,1,02,2
1213435,1170844,42592,1,02,2
1213609,1167828,45782,2,04,3
1213871,811341,402530,2,03,2
1213914,1181914,32000,3,05,4
1213957,1052224,161733,1,02,2
1214290,1170957,43333,3,05,4
1214773,1040403,174370,1,01,1
1214920,1067397,147523,2,03,2
1215140,1132640,82500,2,03,3
12152926,10647043,1505883,3,06,5
1215529,1148061,67468,1,02,2
12155556,11703656,451900,5,09,8
1215568,725568,490000,1,02,2
1215816,883446,332370,1,02,2
1215960,910960,305000,1,02,2
12161952,5503687,6658265,5,10,8
1216290,834518,381772,1,02,2
1216369,1198429,17940,2,03,3
1216642,1171175,45467,1,02,2
12167244,11299811,867433,4,08,6
1217452,945092,272360,2,03,3
12182533,10255128,1927405,4,08,6
1218695,1180361,38333,1,02,2
1219739,1213739,6000,1,02,2
1219876,953894,265982,3,05,4
1219960,1119960,100000,1,01,2
1221147,1079202,141945,1,02,2
1221368,1071168,150200,1,02,2
1221394,895166,326228,2,03,2
1221579,1166481,55098,1,02,2
1221926,872320,349606,2,03,3
1222075,1032566,189508,1,02,2
